Comment ID,Rating,Tokens Used,Content,hate_filtered,hate_severity,jailbreak_filtered,jailbreak_detected,jailbreak_severity,self_harm_filtered,self_harm_severity,sexual_filtered,sexual_severity,violence_filtered,violence_severity
4059,2,114,Totally agree. Do us proud MSG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4060,1,310,"So, it used to be we celebrated Patrick Ewing because he gave 200% effort for 14 years , averaged more than 20 pts and ten boards, with many years averaging much more, or we celebrate Clyde for being arguably the greatest offensive and defensive PG in League History and a key contributor to our only two championships. Now, this creative writer wants to celebrate two young players who accomplished nothing in the short time they were here.That's the World we live in today. No standards. No measures of quality or performance. Drop a camera into a tattoo parlor and call it a TV show. Have no talent whatsoever buy a $99 synthesizer and put some simplistic rhymes together and call yourself a rap star, and do absolutely nothing on a team that barely made the Playoffs half the time they were here and call for cheers for two players who have earned nothing yet and did nothing to remember in their short time here. One who is already guaranteed over a $100 million . I imagine Wilt must be looking down from heaven thinking "" I guess If I was playing today they would have to pay me $2 billion a year!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4061,1,203,"One last bit of truth about all of the old ideas about celebrating players for "" being a team player, or accepting a role and not complaining ( Mike Breen gushing about Fournier not complaining about not playing while being paid almost $40 million )..... None of those imaginary moral medals apply to moguls being guaranteed tens of millions of dollars to play or not play basketball.  They no longer care about fan love, or any of that stuff either. So, stop the nonsense.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4062,N/A,0,So we can comment on this article but not the one with the trans freak winning a women’s golf tournament,True,medium,False,False,N/A,False,safe,False,safe,False,safe
4063,1,124,I’m it saying stop the game or a huge deal about them but should be recognized,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4064,1,171,"Three or four years from now, I wonder how the trade will look. As a long-time Knicks fan, I hope it works. New York in any sport doesn't have much patience for learning curves and development processes. Both players were solid and definitely class acts. Their best basketball is ahead of them. Go RJ and IQ!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4065,1,133,"Let’s see, they’ve finally cleansed the team of recent failed draft picks: Toppin, Barrett and Quickley.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4066,1,117,I'd lay the 7 1/2 points.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4067,1,150,"Don't know about RJ 's reception as fans had a love hate relationship with him,but I do believe most fans loved IQ and did not want to see him go, so feel prettycertain he will get a nice greeting.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4068,2,127,Of course they are going to get more than a warm welcome. This is New York! Not Philly!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4069,1,160,"Rj and IQ deserve and will probably get a standing ovation because they also had good characteristics and they're like our sons, friends that we seen grow up in the NBA league at the age 19, and represented the organization well. 👏 👏 👏",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4070,2,114,Totally agree. Do us proud MSG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4071,1,128,The Palace Hotel and Bath House in Eureka Springs Ar has a similar shaped sign  on its front exterior.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4072,1,128,The Palace Hotel and Bath House in Eureka Springs Ar has a similar shaped sign  on its front exterior.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4073,2,135,"What the author left out is that Xi is currently purging military commanders for corruption, stealing supplies meant for troops and selling on the black market.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4074,2,212,"Schein, ""...the cut-rate clothing maker... has privately notified the SEC that it wants to list on the New York Stock Exchange. And it is throwing money around in Washington to help win over China hawks.""Elite capture has been mastered by the Chinese communists (CCP,"",... they have mastered all the techniques of infiltration to influence, compromise, and coopt elites to “capture” them. Typical targets include university professors, scientists, media executives, reporters, and corporate and political leaders.""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4075,1,111,"Great post, Steven!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4076,1,176,"Why will the citizens of China invest in their stock market?  Because they do not trust their Government.   We in the US need to look at how China operates, and how corruption is the way of life.  In order to invest, one has to trust in the future.  The Chinese do not look to the future, only the today",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4077,1,121,"Trump will cosign for him, he says Xi is tough and smart.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4078,1,149,"No sane person trusts the Chinese to be open about their economy or their banking system.What they trust is the US economy & the fact that the dollar is backed by ""The full faith & credit of the US Government""!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4079,2,124,It's because communism does not work. It only exploits  the masses. Get it?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4080,2,117,The entire country is a scam and a lie.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4081,2,189,"""They also know from personal experience that the Chinese economy is in long-term trouble — with rising rates of unemployment, falling property values, an aging population, and unsustainable debt —despite the regime’s increasingly desperate efforts to punish those who question the party line.""Substitute the word ""America"" for ""China,"" and what you get is a good idea of just how corrupt our very own elitist class is.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4082,1,164,"Well written piece. NYP, question:  why do you allow Temu to buy adds that appear in every article?  You close one and another appears. It would seem that, knowing how China operates, you’d think it would know better than to accept $$ from them.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4083,1,164,"Well written piece. NYP, question:  why do you allow Temu to buy adds that appear in every article?  You close one and another appears. It would seem that, knowing how China operates, you’d think it would know better than to accept $$ from them.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4084,2,122,"Xi was obviously listening to Obama when he said: ""You didn't make that!""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4085,2,115,"Xi, 70 will be gone soon!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4086,3,223,"There is no funding at home because it is a totalitarian Marxist society where property ownership is discouraged unless one has enough social credits to own something. Why would any rational person invest under those circumstances? Better to hide wealth overseas. Yet, we have our own global utopians, in government and business, who believe that investing in China will somehow change the Marxist CCP that controls all things in China. More than likely, they will use their favorable trade status, capital and technology to form a noose to hang us with. Such people need to face charges of treason.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4087,2,122,The Chinese bought too much property in Rehobeth Beach Delaware for the Bidens,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4088,2,142,"Xi is running a ponzi scheme. I missed the part about all the billionaires in Mao's Little Red Book. This is just business, unbridled and very destructive.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4089,2,146,"Okay China, don’t give joe Biden and the democrats anymore ideas. I can already see their wheels turning about China confiscating over 30 trillion dollars from their people over last 10 years",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4090,N/A,0,The Chinese government also makes money from organ harvesting… a heart sells for 100k,False,safe,False,False,N/A,False,safe,False,safe,True,medium
4091,4,129,"One may hope a catastrophic collapse of the Chinese economy would spark another revolution, this time to overthrow the communist regime.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4092,2,169,It has been known for quite a while that Xi's economy has been on the skids from a financial sense & a demographic sense.  It is what happens when a country let's it's centralized bureaucrats run things. The only thing that keeps DC in check from becoming Beijing on the Potomac is our Constitution.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4093,2,112,Do not invest in China!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4094,2,126,Only fools invest or do business in China.Whatever figures the Chicoms put out are schiff!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4095,N/A,0,The Chinese people with money are smarter than XI just like my China dog we call him do do eater!,True,high,False,False,N/A,False,safe,False,safe,False,safe
4096,1,118,Biden will issue an executive order to bail them out.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4097,2,126,Because potential Chinese investors can smell a scam from their countrymen a mile away! That’s why!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4098,3,128,"People please understand, ""DO NOT FEED OR FUND THAT DRAGON AS IT WILL EAT YOY!""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4099,2,138,"What, no mention at all of the millions paid by CCP to absolutely OWN FJB???That's a CCP investment seems to be paying handsome returns -- for CCP.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4100,2,136,"Yes, let’s fund Red China with investment. Thats akin to feeding the great white shark while you’re sitting in a dingy with leaks.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4101,2,128,Because China is a rigged game and only deg2nerate gamblers bet on a rigged game.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4102,2,153,"important lesson - the world's superrich are NOT beholden to any country  - like China, like USA - coolies were sold to the west by OTHER Chinese - the gain of function that killed 1 americans were paid for by US",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4103,2,178,"Another ""Super power"" who's economy is built like a house of cards. Trump knew this and had them completely on the ropes, hence the Wuhan virus. Russia is another economy built like a sand castle on the shore. Trump had them both on the brink and if you remember they both were at each others throat. China without the U.S dollar is nothing.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4104,2,178,"Another ""Super power"" who's economy is built like a house of cards. Trump knew this and had them completely on the ropes, hence the Wuhan virus. Russia is another economy built like a sand castle on the shore. Trump had them both on the brink and if you remember they both were at each others throat. China without the U.S dollar is nothing.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4105,2,135,"What the author left out is that Xi is currently purging military commanders for corruption, stealing supplies meant for troops and selling on the black market.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4106,2,212,"Schein, ""...the cut-rate clothing maker... has privately notified the SEC that it wants to list on the New York Stock Exchange. And it is throwing money around in Washington to help win over China hawks.""Elite capture has been mastered by the Chinese communists (CCP,"",... they have mastered all the techniques of infiltration to influence, compromise, and coopt elites to “capture” them. Typical targets include university professors, scientists, media executives, reporters, and corporate and political leaders.""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4107,1,111,"Great post, Steven!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4108,1,176,"Why will the citizens of China invest in their stock market?  Because they do not trust their Government.   We in the US need to look at how China operates, and how corruption is the way of life.  In order to invest, one has to trust in the future.  The Chinese do not look to the future, only the today",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4109,1,121,"Trump will cosign for him, he says Xi is tough and smart.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4110,1,149,"No sane person trusts the Chinese to be open about their economy or their banking system.What they trust is the US economy & the fact that the dollar is backed by ""The full faith & credit of the US Government""!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4111,1,124,It's because communism does not work. It only exploits  the masses. Get it?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4112,2,117,The entire country is a scam and a lie.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4113,2,189,"""They also know from personal experience that the Chinese economy is in long-term trouble — with rising rates of unemployment, falling property values, an aging population, and unsustainable debt —despite the regime’s increasingly desperate efforts to punish those who question the party line.""Substitute the word ""America"" for ""China,"" and what you get is a good idea of just how corrupt our very own elitist class is.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4114,1,164,"Well written piece. NYP, question:  why do you allow Temu to buy adds that appear in every article?  You close one and another appears. It would seem that, knowing how China operates, you’d think it would know better than to accept $$ from them.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4115,2,122,"Xi was obviously listening to Obama when he said: ""You didn't make that!""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4116,2,115,"Xi, 70 will be gone soon!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4117,3,223,"There is no funding at home because it is a totalitarian Marxist society where property ownership is discouraged unless one has enough social credits to own something. Why would any rational person invest under those circumstances? Better to hide wealth overseas. Yet, we have our own global utopians, in government and business, who believe that investing in China will somehow change the Marxist CCP that controls all things in China. More than likely, they will use their favorable trade status, capital and technology to form a noose to hang us with. Such people need to face charges of treason.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4118,2,122,The Chinese bought too much property in Rehobeth Beach Delaware for the Bidens,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4119,2,142,"Xi is running a ponzi scheme. I missed the part about all the billionaires in Mao's Little Red Book. This is just business, unbridled and very destructive.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
