Comment ID,Rating,Tokens Used,Content,Error Message,,
3077,1,128,"""Temetrius Jamel ""Ja"" Morant"".... What is a ""Temetrius""???",N/A,,
3078,3,136,Belongs in jail.  He should have Governor Mur(der)phy as a cellmate.  They both did a number on the seniors.,N/A,,
3079,2,159,"He who would be king. What an arrogant narcissist. Hospital Ship 900 beds during Covid, unused because Trump sent the ship. Samatarians  purse tent hospital barely used. But put Covid infected people back in nursing homes. PS Tappan Zee!",N/A,,
3080,1,125,Should serve 3 years in a nursing home..Then he can run for Town Supervisor!,N/A,,
3081,1,314,"""Reader Ray Starman concludes that plagiarism might be a ticket to success.""Think Harvard. Maybe.... But here's the problem with the Harvard play -- Claudine Gay is going to continue to be an embarrassment to Harvard. More charges of plagiarism could surface. Guaranteed that some of the Brahmans up on Beacon Hill in Boston, who went to ""Havid,"" are wondering when the Board of Trustees is going to get rid of her. One thing for certain -- superior Harvard-types don't like to be embarrassed. They're above all that. Enough is enough.In addition, Gay has already purportedly cost the school $1 billion in donations. That number will certainly rise. Some early applicants for the fall 2024 school year who have already been ACCEPTED to Harvard are now having second thoughts. They don't want the notoriety. And there is the mealy-mouthed ""context"" answer Gay gave to Congress a couple of weeks ago, when she and two other university presidents, one of whom resigned, testified. Likely outcome to all this? Harvard will announce Gay is resigning to ""spend more time with her family.""",N/A,,
3082,1,136,Cuomo is a low life sexual predator. He and his brother thought they owned NY. It is great to see both of them down and out!!,N/A,,
3083,2,141,The piece of garbage wants half the state to leave so pack your bags. The only difference between Cuomo or Adams is how fast this ship sinks. But it is going down.,N/A,,
3084,N/A,0,This flip flopping lefty just needs to go away..,"'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",,
3085,2,123,Only a true narcissist would think that everyone would forget and forgive what he did.,N/A,,
3086,2,114,Take the Cuomo name off our bridge,N/A,,
3087,2,128,"The only real fools are the ones who voted for him to begin with, and who would do so again.",N/A,,
3088,2,128,"The only real fools are the ones who voted for him to begin with, and who would do so again.",N/A,,
3089,1,152,"Cuomo did accept responsibility for being overly affectionate with some female staff and for approving misguided policies for nursing homes during the Covid pandemic. I heard he is also planning to personally apologize to Michael Goodwin, possibly on bended knee.",N/A,,
3090,1,138,"Cuomo, who?  I believe somebody who thought they were somebody, and now thinks they are somebody again, obviously forgot to take their medication as prescribed.",N/A,,
3091,1,123,He merely following Chris Christie foot steps. both should be barred on any political campaign.,N/A,,
3092,2,149,"The author is obviously unaware of the low intelligence of the average Democrat voter. They would vote for a ham sandwich if it had a ""D"" next to it because you know ""Republicans Are Racist™""",N/A,,
3093,2,128,Plenty of low life NY lefties will vote for this loser and he knows it. NY deserves him.,N/A,,
3094,1,163,"I’m glad he ruined himself by harassing women and writing a book about Covid response when his was the worst in the country for the elderly. Otherwise, he’d be formidable. Democrats only care about optics, not policy. He would have fooled a lot of centrist voters.",N/A,,
3095,1,114,You gotta love Michael Goodwin.,N/A,,
3096,N/A,0,"Brother Chris, also now trying to reinvent himself, and his MSM cohorts are significantly responsible for the nursing home deaths. When the horrors of Andrew Coma’s policies started to leak, the MSM put their collective heads deep in the sand. Some might argue that’s NOT where their heads really were. Anyway, the deaths were allowed to continue.","'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",,
3097,2,121,He’d be a better mayor than the fool currently in Gracie Mansion,N/A,,
3098,2,158,"Andrew Cuomo : The most prolific mass-murderer of our time !!(for those with short memories, he killed over 15,000 seniors by sending covid positive elderly back into nursing homes rather than into the HMS comfort hospital ship Trump had waiting in port)",N/A,,
3099,3,140,any time donnie duck could orchestrate an insurrection....a coup...treason against the usa....and still run again for the presidency.....andrew is an angel,N/A,,
3100,2,126,"If Trump can run for president with his scandals and baggage, why can't Cuomo run for office again?",N/A,,
3101,2,143,Cuomo is is a std. gubbermint issued Lhibtaaardostan dweller - crossing me fingers this gets past NYP senzor Beria type apparatchats.,N/A,,
3102,1,150,"I've never believed that politicians need to be squeaky clean. It's more important that they get things done for the people. With the slim pickings we now have, damaged goods like Cuomo might deserve a second look.",N/A,,
3103,1,143,There was a time that you could find a Dumpstercrat with a conscience - at least from time to time. Cuomo was never in danger of being included in that small group.,N/A,,
3104,2,125,Of course he doesn't. No narcissistic bully does. He is the new Ted Kennedy.,N/A,,
3105,1,219,"NYC needs a better Mayor. Would Andrew Cuomo be up to the task ? Yes. When he became the Governor he inherited a massive $10 Billion deficit. He eliminated that debt - without raising taxes. He also sexually harassed so many women that 11 of them testified against him, ultimately leading to his resignation in disgrace. He was a solid US Housing Secretary and effective Governor. Does that mean New Yorkers are ready to embrace him again and make him their Mayor? Yes, but only on the condition of meaningful contrition for his past transgressions.",N/A,,
3106,1,120,Fredo Sr. Has 5 million reason to scam cruise along.,N/A,,
3107,4,138,"What he did was purely locker room talk but trump has done even worse and he must be prosecuted , convicted and executed with the full weight of the law.",N/A,,
3108,2,115,Both these jerk brothers need to go away.,N/A,,
3109,1,112,Where are his nip rings?,N/A,,
3110,2,202,"LOL. Killed thousands of senior citizens? And?  Name one single person who has been held accountable for their Wuhan virus mandates?  Exactly. Was accused of 'improprieties' with women?  Again, and?  Biden sniff little girls and he's sitting in the oval office.This person writes for the NY Post and they are clueless about how far-left NYC is.Hi, Michael Goodwin; I'd like you to meet your new NYC mayor: Andrew Cuomo.",N/A,,
3111,1,107,FAC,N/A,,
3112,1,136,"Michael. Did you forget it’s NY??? AOC. Nad lesser, Bowman, Adams. Sure. He can easily win. Look at the constituency",N/A,,
3113,2,202,"LOL. Killed thousands of senior citizens? And?  Name one single person who has been held accountable for their Wuhan virus mandates?  Exactly. Was accused of 'improprieties' with women?  Again, and?  Biden sniff little girls and he's sitting in the oval office.This person writes for the NY Post and they are clueless about how far-left NYC is.Hi, Michael Goodwin; I'd like you to meet your new NYC mayor: Andrew Cuomo.",N/A,,
3114,1,107,FAC,N/A,,
3115,1,136,"Michael. Did you forget it’s NY??? AOC. Nad lesser, Bowman, Adams. Sure. He can easily win. Look at the constituency",N/A,,
3116,1,139,"NY: AOC, Bowman, Nadler, Leticia (seriously)James. All elected…. Right Michael? So. Yeah. Cuomo could win… easily",N/A,,
3117,1,122,Michael Goodwin used to be must read.  That was a while ago ….,N/A,,
3118,2,202,"NYC has gone so far off the rails to the left, they'd be lucky to have him. He was a much better Gov. than Hochul. He didn't move to the left fast enough to please the rabid leftists so the long knives came out. They eat their own. I never voted for him, but I always said, ""we could do worse"" -- NYS is racing California to the leftist we-are-finished-line (as in destroyed).",N/A,,
3119,1,173,"Women no longer have to ignore such reprehensible behavior of men who are molesters.  If anything good has come out of Cuomo's accusers coming forward to report incidents of inappropriate and unwanted touching  , is that we women immediately speak up, report to police, and encourage others to do so! ENOUGH IS ENOUGH!",N/A,,
3120,1,185,"He also had the weird Italian American identity that somehow thinks gangsters should be glorified. The grandfather was shot and connected to the life. Mario wasn't squeaky clean Democrat and people around back then know this.  Andrew embraced his thug persona, that was the issue.  Let this thug sit on the sidelines telling his mirror what a great man he is. I'm done with him in politics",N/A,,
3121,2,140,"""A new report shows children raised by conservative parents are at a lower risk of having mental problems than those with progressive upbringings.""Proof that liberalism is a mental disorder",N/A,,
